video_id,title,description,published_at,channel_title,tags,duration,view_count,like_count,comment_count,thumbnail_url,publish_date,publish_year,publish_month,publish_day_of_week,duration_seconds,duration_minutes,days_since_published,engagement_rate,views_per_day,like_to_view_ratio,duration_category,workout_type,is_nina_video
8x10DijOudA,REEBOK X LES MILLS | SPRING SUMMER 2020,"New Reebok x Les Mills range out now: https://www.reebok.com/lesmills

The world’s best music, best moves, and best instructors. We bring it all together to create life-changing fitness experiences, powered by science.

Work out at a gym near you or whenever, wherever with LES MILLS On Demand: https://lmod.co/onlineworkouts

Les Mills workouts:
https://www.lesmills.com/workouts

Find us on social:
https://www.instagram.com/lesmillstribe
https://www.instagram.com/lesmillsondemand
https://www.facebook.com/lesmills",2020-01-30 01:55:47,Les Mills,"Les Mills,Lesmills,Les Mills Group Fitness,Group Fitness,Health,Fitness,Workout Routines,Fitness Class,Fitness Classes,Workout,home workouts",PT33S,39947,475,2,https://i.ytimg.com/vi/8x10DijOudA/hqdefault.jpg,2020-01-30,2020,1,Thursday,33,0.55,2110,1.1940821588604902,18.932227488151657,0.011890755250707187,Short (< 15 min),Other,False
fSthU_mAiEU,LES MILLS | Behind The Scenes | How LES MILLS Became a Global Fitness Company,"“In 50 years, Les Mills has grown from a small family business to a global fitness movement leading over 6 million workouts every week”. Discover how Les Mills has grown into a global fitness company. 

This documentary tells the story of how Les Mills began, from a humble beginning, right through to masterclass filming day. Detailing how every aspect is thought through in a fanatical but passion driven way and how each workout is backed by science and research. With: - Leslie Mills, Founder of Les Mills International - Phillip Mills, CEO - Bryce Hastings, Technical Director - Dr Jackie Mills, Chief Creative Officer - Marlon Woods, Les Mills Instructor (USA) - Caley Jack, Les Mills Instructor (South Africa) - Frank Napolitano, President of 24Hour Fitness

The world’s best music, best moves, and best instructors. We bring it all together to create life-changing fitness experiences, powered by science. 

Work out at a gym near you or whenever, wherever with LES MILLS On Demand: https://www.lesmills.com/ondemand/ 

Les Mills workouts: 
https://www.lesmills.com/workouts/all/ 

Find us on social: 
https://www.instagram.com/lesmills 
https://www.instagram.com/lesmillsondemand 
https://www.facebook.com/lesmills",2019-12-09 19:25:37,Les Mills,"Les Mills,Lesmills,Les Mills Group Fitness,Group Fitness,Health,Fitness,Workout Routines,Fitness Class,Fitness Classes,weight loss,lesmills,globalfitness,documentary,fitnessbrand,behindthescenes",PT4M39S,167327,1628,46,https://i.ytimg.com/vi/fSthU_mAiEU/hqdefault.jpg,2019-12-09,2019,12,Monday,279,4.65,2162,1.0004362714923474,77.3945420906568,0.009729451911526531,Short (< 15 min),Other,False
xbABGepKT2o,BODYCOMBAT INVINCIBLE | Workout #14 | Free cardio workout,"Les Mills brings you a free 45-minute cardio workout! No equipment needed.
Go for the knockout today in your final workout, with 7 tracks of mixed martial arts-inspired magic, including a taste of Muay Thai. BODYCOMBAT is an energy-packed mix of martial arts moves that will get you fit, fast and strong – and leave you feeling fierce and empowered.

Work out at a gym near you or at home with the LES MILLS+ app: https://lmod.co/onlineworkouts

Find Les Mills on social:
https://www.instagram.com/lesmills
https://www.tiktok.com/@lesmills
https://www.facebook.com/lesmills",2019-11-03 20:06:52,Les Mills,"Les Mills,Lesmills,Les Mills Group Fitness,Group Fitness,Health,Fitness,Workout Routines,Fitness Class,Fitness Classes,weight loss,bodycombat,cardio,cardioworkout,freeworkout",PT44M30S,18621990,154673,2309,https://i.ytimg.com/vi/xbABGepKT2o/hqdefault.jpg,2019-11-03,2019,11,Sunday,2670,44.5,2197,0.8429926124973754,8476.09922621757,0.008305932931979879,Long (30-45 min),BODYCOMBAT,False
RxDKxUfPLgc,LES MILLS BODYCOMBAT | INVINCIBLE,"Change your body, change your life with the world’s top martial arts-inspired workout. 

Our free BODYCOMBAT training program will hit you with moves, technique and short workouts to get you feeling invincible in 28 days. Sign up at: https://www.lesmills.com/trybodycombat

The world’s best music, best moves, and best instructors. We bring it all together to create life-changing fitness experiences, powered by science. Work out at a gym near you or whenever, wherever with LES MILLS On Demand: https://lmod.co/youtube

Les Mills workouts:
https://www.lesmills.com/workouts

Find us on social:
https://www.instagram.com/lesmills
https://www.facebook.com/lesmills",2019-09-17 21:53:39,Les Mills,"Les Mills,Lesmills,Les Mills Group Fitness,Group Fitness,Health,Fitness,Workout Routines,Fitness Class,Fitness Classes,weight loss,invincible,bodycombat",PT40S,1072571,559,3,https://i.ytimg.com/vi/RxDKxUfPLgc/hqdefault.jpg,2019-09-17,2019,9,Tuesday,40,0.6666666666666666,2244,0.05239746366441009,477.972816399287,0.0005211776190107695,Short (< 15 min),BODYCOMBAT,False
Q6JipYDMc3M,LES MILLS LAB | Powered by Science: LES MILLS GRIT,"Les Mills Lab research shows by adding two weekly LES MILLS GRIT workouts to your routine for six weeks, you’ll transform your fitness levels, decrease body fat and increase strength. This is how the fit get fitter.

#NOTHINGBEATSGRIT
#lesmillslab
#poweredbyscience

The research:
https://www.lesmills.com/fit-planet/fitness/hiit-how-the-fit-get-fitter/

The world’s best music, best moves, and best instructors. We bring it all together to create life-changing fitness experiences, powered by science. Work out at a gym near you or whenever, wherever with LES MILLS On Demand: https://lmod.co/youtube

Les Mills workouts:
https://www.lesmills.com/workouts

Find us on social:
https://www.instagram.com/lesmillstribe
https://www.instagram.com/lesmillsond...
https://www.facebook.com/lesmills",2019-07-23 21:36:52,Les Mills,"Les Mills,Lesmills,Les Mills Group Fitness,Group Fitness,Health,Fitness,Workout Routines,Fitness Class,Fitness Classes,weight loss",PT2M31S,304146,464,12,https://i.ytimg.com/vi/Q6JipYDMc3M/hqdefault.jpg,2019-07-23,2019,7,Tuesday,151,2.5166666666666666,2300,0.1565037843667186,132.23739130434782,0.0015255831081125513,Short (< 15 min),GRIT,False
uYi1kyMeFHQ,MOVE LIKE THE AVENGERS | Marvel x Les Mills 5-minute Kids Workout,"Les Mills brings you a free 5-minute workout for kids! No equipment needed.
What happens when Marvel’s Super Heroes, The Avengers, combine forces with Les Mills and fitness legends Diana Mills and Bas Hollander? Millions of children get inspired to #MoveLikeTheAvengers! 

https://www.lesmills.com/avengers

The world’s best music, best moves, and best instructors. We bring it all together to create life-changing fitness experiences, powered by science.

Discover workouts your kids can do at home with LES MILLS On Demand: https://www.lesmills.com/ondemand/workouts/kids/
Find LES MILLS BORN TO MOVE at a gym or club near you: https://www.lesmills.com/workouts/youth-training/

Sign-up to a LES MILLS On Demand free trial: https://lmod.co/onlineworkouts

Find us on social:
https://www.instagram.com/lesmills
https://www.instagram.com/lesmillsondemand
https://www.facebook.com/lesmills",2019-05-20 01:04:49,Les Mills,"Les Mills,Lesmills,Les Mills Group Fitness,Group Fitness,Health,Fitness,Workout Routines,Fitness Class,Fitness Classes,kids workout,Marvel,Disney,Avengers,Move like the Avengers,moveliketheavengers,avengers,freeworkout",PT6M53S,1103400,3493,0,https://i.ytimg.com/vi/uYi1kyMeFHQ/hqdefault.jpg,2019-05-20,2019,5,Monday,413,6.883333333333334,2365,0.3165669748051477,466.553911205074,0.0031656697480514774,Short (< 15 min),Other,False
Ea4ASwF6cwE,Become a Les Mills Instructor,"It’s time to take your fitness journey to the next level. Make your move to the front of the class, become a Les Mills Instructor: https://www.lesmills.com/instructors/

The world’s best music, best moves, and best instructors. We bring it all together to create life-changing fitness experiences, powered by science. Work out at a gym near you or whenever, wherever with LES MILLS On Demand: https://www.lesmills.com/ondemand

Les Mills workouts:
https://www.lesmills.com/workouts

Find us on social:
https://www.instagram.com/lesmillstribe
https://www.instagram.com/lesmillsondemand
https://www.facebook.com/lesmills",2019-04-18 04:25:04,Les Mills,"Les Mills,Lesmills,Les Mills Group Fitness,Group Fitness,Health,Fitness,Workout Routines,Fitness Class,Fitness Classes,weight loss",PT35S,34028,342,7,https://i.ytimg.com/vi/Ea4ASwF6cwE/hqdefault.jpg,2019-04-18,2019,4,Thursday,35,0.5833333333333334,2397,1.0256259550958036,14.196078431372548,0.010050546608675208,Short (< 15 min),Other,False
LSF1q5aMUIE,LES MILLS LIVE 2019 | A global group fitness experience like no other!,"Total motivation. Pure Energy. An incredible fitness festival that'll leave you feeling breathless and inspired. LES MILLS LIVE coming to a city near you: http://www.lesmillslive.com

The world’s best music, best moves, and best instructors. We bring it all together to create life-changing fitness experiences, powered by science. Work out at a gym near you or whenever, wherever with LES MILLS On Demand: https://lmod.co/youtube

Les Mills workouts:
https://www.lesmills.com/workouts

Find us on social:
https://www.instagram.com/lesmillstribe
https://www.instagram.com/lesmillsond...
https://www.facebook.com/lesmills",2019-03-11 18:58:23,Les Mills,"Les Mills,Lesmills,Les Mills Group Fitness,Group Fitness,Health,Fitness,Workout Routines,Fitness Class,Fitness Classes,weight loss",PT33S,19862,165,0,https://i.ytimg.com/vi/LSF1q5aMUIE/hqdefault.jpg,2019-03-11,2019,3,Monday,33,0.55,2435,0.8307320511529553,8.15687885010267,0.008307320511529553,Short (< 15 min),Other,False
-hKwwu4gTzw,LES MILLS LAB | Powered By Science: BODYPUMP,"Focusing on calorie burn alone is so last year. Scientists now advise we gauge the impact of our workouts by looking beyond the immediate calorie burn.

#lesmillslab
#poweredbyscience

The research: https://www.lesmills.com/fit-planet/fitness/beyond-calorie-burn/

The world’s best music, best moves, and best instructors. We bring it all together to create life-changing fitness experiences, powered by science. Work out at a gym near you or whenever, wherever with LES MILLS On Demand: https://lmod.co/youtube

Les Mills workouts:
https://www.lesmills.com/workouts

Find us on social:
https://www.instagram.com/lesmillstribe
https://www.instagram.com/lesmillsond...
https://www.facebook.com/lesmills",2019-02-11 20:59:29,Les Mills,"Les Mills,Lesmills,Les Mills Group Fitness,Group Fitness,Health,Fitness,Workout Routines,Fitness Class,Fitness Classes,weight loss",PT2M,104383,391,8,https://i.ytimg.com/vi/-hKwwu4gTzw/hqdefault.jpg,2019-02-11,2019,2,Monday,120,2.0,2462,0.38224615119320193,42.39764419171405,0.0037458206796125806,Short (< 15 min),BODYPUMP,False
SCxWDCO6JRs,LES MILLS TECHNIQUE | Squat – Adding Intensity Full,"Find a class:
https://www.lesmills.com/findaclass

Find us on social:
https://www.facebook.com/lesmills
https://www.instagram.com/lesmillstribe
https://www.twitter.com/lesmills",2019-01-22 23:05:39,Les Mills,"Les Mills,Lesmills,Les Mills Group Fitness,Group Fitness,Health,Fitness,Workout Routines,Fitness Class,Fitness Classes,weight loss",PT1M6S,25187,296,8,https://i.ytimg.com/vi/SCxWDCO6JRs/hqdefault.jpg,2019-01-22,2019,1,Tuesday,66,1.1,2482,1.2069718505578273,10.147864625302176,0.011752094334378847,Short (< 15 min),Other,False
3JU_2Tke-5c,LES MILLS FILMING LIVE SHANGHAI,"Find out where the next LES MILLS LIVE event is near you:
https://www.lesmills.com/les-mills-live/

The world’s best music, best moves, and best instructors. We bring it all together to create life-changing fitness experiences, powered by science.

Work out at a gym near you or whenever, wherever with LES MILLS On Demand: https://lmod.co/onlineworkouts

Les Mills workouts:
https://www.lesmills.com/workouts

Find us on social:
https://www.instagram.com/lesmillstribe
https://www.instagram.com/lesmillsondemand
https://www.facebook.com/lesmills",2019-01-14 21:15:44,Les Mills,"Les Mills,Lesmills,Les Mills Group Fitness,Group Fitness,Health,Fitness,Workout Routines,Fitness Class,Fitness Classes,weight loss",PT1M22S,66477,548,16,https://i.ytimg.com/vi/3JU_2Tke-5c/hqdefault.jpg,2019-01-14,2019,1,Monday,82,1.3666666666666667,2490,0.8484137370819983,26.697590361445783,0.008243452622711615,Short (< 15 min),Other,False
vvBgYOk2Gbo,LES MILLS BURPEE BEEP TEST,"Try the burpee beep test and give your body a short, sharp cardio kick.

If you want to shift your fitness fast, burpees will make it happen. With this one simple yet challenging move you can send your heart rate through the roof, build cardio endurance and torch fat.

Find out more: https://www.lesmills.com/fit-planet/fitness/burpee-basics/

The world’s best music, best moves, and best instructors. We bring it all together to create life-changing fitness experiences, powered by science.

Work out at a gym near you or whenever, wherever with LES MILLS On Demand: https://lmod.co/onlineworkouts

Les Mills workouts:
https://www.lesmills.com/workouts

Find us on social:
https://www.instagram.com/lesmills
https://www.facebook.com/lesmills",2018-12-24 17:53:44,Les Mills,"Les Mills,Lesmills,Les Mills Group Fitness,Group Fitness,Health,Fitness,Workout Routines,Fitness Class,Fitness Classes,weight loss",PT2M48S,351964,4417,124,https://i.ytimg.com/vi/vvBgYOk2Gbo/hqdefault.jpg,2018-12-24,2018,12,Monday,168,2.8,2512,1.2901887693059517,140.11305732484075,0.012549578934209181,Short (< 15 min),Other,False
7yItRwcxyH0,LES MILLS ON DEMAND | THE TRIP,"THE TRIP is a fully immersive workout experience that combines a 40-minute multi-peak cycling workout with a journey through digitally-created worlds. With its cinema-scale screen and sound system, THE TRIP takes motivation and energy output to the next level, burning serious calories.

The world’s best music, best moves, and best instructors. We bring it all together to create life-changing fitness experiences, powered by science. Work out at a gym near you or whenever, wherever with LES MILLS On Demand: https://lmod.co/youtube

Les Mills workouts:
https://www.lesmills.com/workouts

Find us on social:
https://www.instagram.com/lesmillstribe
https://www.instagram.com/lesmillsond...
https://www.facebook.com/lesmills",2018-12-20 03:32:09,Les Mills,"Les Mills,Lesmills,Les Mills Group Fitness,Group Fitness,Health,Fitness,Workout Routines,Fitness Class,Fitness Classes,weight loss",PT2M34S,28682,121,12,https://i.ytimg.com/vi/7yItRwcxyH0/hqdefault.jpg,2018-12-20,2018,12,Thursday,154,2.566666666666667,2516,0.46370545987030193,11.399841017488077,0.004218673732654626,Short (< 15 min),Other,False
EUlfDJjWwdk,LES MILLS TECHNIQUE | How to Safely Do A Squat?,"Learn how to safely do squats with Corey Baird, Les Mills Technical Consultant.

You can find a class here: https://www.lesmills.com/findaclass
Or work out via LES MILLS On Demand: https://www.lesmills.com/ondemand/workouts/strength-training/

Sign-up to a LES MILLS On Demand free trial here: https://lmod.co/onlineworkouts

How to do the perfect squat?
1. Place your feet slightly wider than your hips
2. Position your feet with toe angled 5-20 degrees outward
3. Lift your chest
4. Ensure your weight is distributed through the heels and balls of your feet
5. Brace your core muscles.

The movement
1. Push your hips back and keep pushing them back as the knees begin to bend
2. Ensure your knees track forward in line with the middle of each foot
3. Keep your chest lifted
4. Squat down until your knees are at 90 degrees
5. Drive through your heels to return to standing
6. Keep the core tight throughout the movement.

Find us on social:
https://www.instagram.com/lesmills
https://www.instagram.com/lesmillsondemand
https://www.facebook.com/lesmills",2018-12-18 21:25:16,Les Mills,"Les Mills,Lesmills,Les Mills Group Fitness,Group Fitness,Health,Fitness,Workout Routines,Fitness Class,Fitness Classes,weight loss,squats,howtodoasquat,fitnesstechnique,fitnesstips,lesmills",PT1M20S,39937,283,4,https://i.ytimg.com/vi/EUlfDJjWwdk/hqdefault.jpg,2018-12-18,2018,12,Tuesday,80,1.3333333333333333,2517,0.7186318451561209,15.866905045689313,0.0070861607031073946,Short (< 15 min),Other,False
T0-atOxa-2Q,LES MILLS TECHNIQUE | How To Safely Do A Burpee?,"Learn how to safely do burpees with Corey Baird, Les Mills Technical Consultant.

If you like the idea of smashing out sets of burpees, give LES MILLS GRIT a go. They are also a regular feature in BODYATTACK and BODYSTEP.

You can find a class here: https://www.lesmills.com/findaclass
Or work out via LES MILLS On Demand: https://www.lesmills.com/ondemand/workouts/cardio/

Sign-up to a LES MILLS On Demand free trial here: https://lmod.co/onlineworkouts

Burpees are a fast way to shift your fitness to another level. They are great for improving cardio endurance, torching your fat and burning calories. Burpees take your heart rate up, they strengthen your legs, your core muscles and your upper body.

The burpee technique:
1. When you squat, make sure your feet are slightly wider than the hips to keep your chest upright
2. Feet are angled out 5 to 20 degrees to allow your abs to support your lower back
3. Bend the legs to land to absorb the load

Find us on social:
https://www.instagram.com/lesmills
https://www.instagram.com/lesmillsondemand
https://www.facebook.com/lesmills",2018-12-16 19:57:59,Les Mills,"Les Mills,Lesmills,Les Mills Group Fitness,Group Fitness,Health,Fitness,Workout Routines,Fitness Class,Fitness Classes,weight loss,burpees,howtodoaburpee,fitnesstechnique,fitnesstips,lesmills",PT1M32S,67690,996,10,https://i.ytimg.com/vi/T0-atOxa-2Q/hqdefault.jpg,2018-12-16,2018,12,Sunday,92,1.5333333333333334,2519,1.4861870291032648,26.87177451369591,0.014714137981976658,Short (< 15 min),Other,False
FsV9zSVjPVI,LES MILLS LAB | Powered By Science: THE TRIP,"BUSTED! The long-standing myth around no pain, no gain isn’t true. Science has proven that immersive workouts like THE TRIP makes tough workouts seem easier.

#lesmillslab
#poweredbyscience

The research: https://www.lesmills.com/fit-planet/fitness/the-trip-research/

The world’s best music, best moves, and best instructors. We bring it all together to create life-changing fitness experiences, powered by science. Work out at a gym near you or whenever, wherever with LES MILLS On Demand: https://lmod.co/youtube

Les Mills workouts:
https://www.lesmills.com/workouts

Find us on social:
https://www.instagram.com/lesmillstribe
https://www.instagram.com/lesmillsond...
https://www.facebook.com/lesmills",2018-11-20 18:46:53,Les Mills,"Les Mills,Lesmills,Les Mills Group Fitness,Group Fitness,Health,Fitness,Workout Routines,Fitness Class,Fitness Classes,weight loss",PT2M,141232,261,8,https://i.ytimg.com/vi/FsV9zSVjPVI/hqdefault.jpg,2018-11-20,2018,11,Tuesday,120,2.0,2546,0.19046674974510025,55.472113118617436,0.0018480231109097088,Short (< 15 min),Other,False
cjSmkyCL01Q,THE TRIP - IMMERSIVE CYCLE WORKOUT,"Ready to have your mind blown? THE TRIP is a fully immersive cycle experience like no other. Embark on this visual and physical journey! 

Find a class:
https://www.lesmills.com/findaclass

Find us on social:
https://www.facebook.com/lesmills
https://www.twitter.com/lesmills
https://www.instagram.com/lesmillstribe
snapchat: lesmillstribe",2018-11-09 02:21:48,Les Mills,"Les Mills,Lesmills,Les Mills Group Fitness,Group Fitness,Health,Fitness,Workout Routines,Fitness Class,Fitness Classes,weight loss",PT1M,16643,145,5,https://i.ytimg.com/vi/cjSmkyCL01Q/hqdefault.jpg,2018-11-09,2018,11,Friday,60,1.0,2557,0.9012798173406236,6.508799374266719,0.00871237156762603,Short (< 15 min),Other,False
